symbol,lot,odd_lot_unit,industry,group,tradable_flag
6928,1000,1,25,-1,1
6931,1000,1,22,-1,1
6933,1000,1,25,-1,1
6936,1000,1,22,-1,1
6937,1000,1,24,-1,1
6944,1000,1,35,-1,1
6949,1000,1,22,-1,1
6951,1000,1,35,-1,1
6952,1000,1,20,-1,1
6955,1000,1,22,-1,1
6957,1000,1,20,-1,1
6958,1000,1,20,-1,1
6962,1000,1,24,-1,1
6965,1000,1,37,-1,1
6969,1000,1,35,-1,1
6988,1000,1,12,-1,1
6994,1000,1,35,-1,1
7631,1000,1,31,-1,1
7705,1000,1,16,-1,1
7721,1000,1,36,-1,1
7722,1000,1,36,-1,1
7732,1000,1,12,-1,1
7736,1000,1,12,-1,1
7740,1000,1,35,-1,1
7749,1000,1,24,-1,1
8011,1000,1,27,-1,1
8016,1000,1,24,-1,1
8021,1000,1,31,-1,1
8028,1000,1,24,-1,1
8033,1000,1,20,-1,1
8039,1000,1,28,-1,1
8045,1000,1,27,-1,1
8046,1000,1,28,-1,1
8070,1000,1,29,-1,1
8072,1000,1,29,-1,1
8081,1000,1,24,-1,1
8101,1000,1,27,-1,1
8103,1000,1,28,-1,1
8104,1000,1,26,-1,1
8105,1000,1,26,-1,1
8110,1000,1,24,-1,1
8112,1000,1,29,-1,1
8114,1000,1,25,-1,1
8131,1000,1,24,-1,1
8150,1000,1,24,-1,1
8162,1000,1,24,-1,1
8163,1000,1,25,-1,1
8201,1000,1,31,-1,1
8210,1000,1,25,-1,1
8213,1000,1,28,-1,1
8215,1000,1,26,-1,1
8222,1000,1,05,-1,1
8249,1000,1,28,-1,1
8261,1000,1,24,-1,1
8271,1000,1,24,-1,1
8341,1000,1,35,-1,1
8367,1000,1,15,-1,1
8374,1000,1,05,-1,1
8404,1000,1,20,-1,1
8411,1000,1,20,-1,1
8422,1000,1,35,-1,1
8429,1000,1,18,-1,1
8438,1000,1,35,-1,1
8442,1000,1,20,-1,1
8443,1000,1,18,-1,1
8454,1000,1,36,-1,1
8462,1000,1,37,-1,1
8463,1000,1,20,-1,1
8464,1000,1,38,-1,1
8466,1000,1,20,-1,1
8467,1000,1,37,-1,1
8473,1000,1,35,-1,1
8476,1000,1,35,-1,1
8478,1000,1,37,-1,1
8481,1000,1,20,-1,1
8482,1000,1,38,-1,1
8487,1000,1,36,-1,1
8488,1000,1,20,-1,1
8499,1000,1,31,-1,1
8926,1000,1,23,-1,1
8940,1000,1,16,-1,1
8996,1000,1,05,-1,1
9802,1000,1,37,-1,1
9902,1000,1,20,-1,1
9904,1000,1,37,-1,1
9905,1000,1,20,-1,1
9906,1000,1,14,-1,1
9907,1000,1,20,-1,1
9908,1000,1,23,-1,1
9910,1000,1,37,-1,1
9911,1000,1,38,-1,1
9912,1000,1,25,-1,1
9914,1000,1,37,-1,1
9917,1000,1,20,-1,1
9918,1000,1,23,-1,1
9919,1000,1,20,-1,1
9921,1000,1,37,-1,1
9924,1000,1,38,-1,1
9925,1000,1,20,-1,1
9926,1000,1,23,-1,1
9927,1000,1,20,-1,1
9928,1000,1,20,-1,1
9929,1000,1,20,-1,1
9930,1000,1,35,-1,1
9931,1000,1,23,-1,1
9933,1000,1,20,-1,1
9934,1000,1,38,-1,1
9935,1000,1,38,-1,1
9937,1000,1,23,-1,1
9938,1000,1,20,-1,1
9939,1000,1,20,-1,1
9940,1000,1,20,-1,1
9941,1000,1,20,-1,1
9942,1000,1,20,-1,1
9943,1000,1,16,-1,1
9944,1000,1,20,-1,1
9945,1000,1,20,-1,1
9946,1000,1,14,-1,1
9955,1000,1,35,-1,1
9958,1000,1,10,-1,1
